[-0.58915997, -1.0335727, -1.6696235, -1.8310543, -0.9835496, 0.34661105, -0.59645617, 0.3310654, -0.03245331, -0.21395358, -0.615273, -1.2514155, -0.16459633] @@@ Birds
[0.19815019, -0.3229929, 0.33725902, -1.0396334, 0.7182541, 2.262551, 0.911657, -0.2414096, 1.7446699, 2.0571513, 2.9046028, 1.1968182, 0.28229412] @@@ Birds
[-0.6019456, -0.287559, 0.20955238, -1.1663299, 0.16157384, 1.8671141, 0.6403413, -0.3009631, 0.23066911, 1.9707494, 3.1538968, 1.2767828, 0.14134239] @@@ Birds
[-0.6171803, -0.14550865, 0.16666916, -1.0143425, 0.7486915, 2.2501, 0.35826206, -0.54767114, 0.31867763, 1.4873819, 1.6642827, 0.43559948, 0.6848435] @@@ Birds
[-0.48326126, -0.8207515, -1.7658063, -2.2629247, 0.7777623, 2.7721512, 2.528611, 2.0873919, 1.730299, 2.2155123, 1.6240246, 0.8950383, 0.712563] @@@ Birds
[1.2268178, 0.4747417, 0.7361788, 1.0084541, 0.12248825, 1.1616293, 0.13561437, 0.6037398, 0.70781505, 0.6333282, 0.53292376, 0.5725947, 0.90268254] @@@ Birds
[-0.23082, 0.29372212, 0.8818047, -0.3210538, 0.34551087, 1.3721119, 0.42328513, 0.32000783, 0.8326348, 1.0160587, 1.4176657, 0.3913935, 0.31912965] @@@ Birds
[0.8924519, 0.75497806, -0.06835064, 0.18309313, -0.05236555, 1.1482246, -0.55542487, 0.03414973, -0.44001845, 0.8428061, 0.7583378, -0.43269536, -0.21780077] @@@ Birds
[1.4020015, 0.7500817, 0.23249793, 0.23808184, -0.68248737, 1.3874627, -0.62567705, 0.4156753, -0.95603, 1.0667373, 0.46637464, -0.26413375, -0.05761418] @@@ Birds
[-0.08920784, 0.26144016, 0.6884816, -0.3117391, 0.30828416, 1.89554, 0.84104234, 0.22231175, 0.76224643, 1.184253, 2.1459205, 1.1883168, 1.2009712] @@@ Birds
[-0.12131734, 0.40740755, 1.7025803, 0.20861752, 0.7146408, 0.66827834, 0.52345598, -0.028068159, 0.60699165, 0.23220137, 0.25892526, -0.00049537484, 0.12753871] @@@ Birds
