[-0.39637018, 0.20639883, 0.81300966, 0.69427437, -0.12549781, 0.82159402, 0.14670977, -1.69182211, -0.94546747, -3.38025877, -0.20581558, -2.67946553, -0.61748779, -2.11148242, -0.79373355, -1.5771952, -1.22358398, -0.52427663, -1.33743223, 0.32901218, -1.76767316, 0.53107955, -1.4639261, 1.18395978, -0.98931616] @@@ Birds
[-0.36502301, 0.18065825, -0.67815024, -0.21382834, 0.27614694, -0.30086533, -0.89939751, -1.43306227, -0.65465585, 0.16968435, -1.68787976, -1.36179201, -1.4158003, -0.66141368, -0.3188387, 0.78758113, 1.28175452, 1.2926597, 1.43670717, 1.20527182, 1.73134644, 1.04707186, 1.53906119, 0.33003428, -0.48280089] @@@ Birds
[-0.6268416, 0.64445442, 0.22302345, 0.57135383, 0.59179603, -0.38615697, -1.00363066, -1.13781109, -0.8912006, -0.54005924, -0.5371476, -0.53359112, -1.08906397, -0.27876787, -0.24841508, -0.04149446, -0.20008782, -0.36248715, -0.42736473, -0.1879764, 0.15574515, 0.75245314, 2.20282691, 1.72678356, 1.18079888] @@@ Birds
[-0.64794657, 2.13033401, 1.08287414, 1.99681007, 2.18722711, -0.27099044, -1.05644535, -1.14385935, 0.68817067, -1.78855695, 1.12479572, -2.46352269, 0.74914519, -1.526339, 0.19512038, -1.21330662, -0.5569748, 0.05390877, -1.70335789, 0.30439081, -1.88715352, 0.5323713, -2.24935757, 0.75125324, -1.45709124] @@@ Birds
[-0.61471178, 1.90882473, 1.04835947, 1.85066974, 1.89536625, 0.05333586, -1.05423503, -0.91961503, 0.28935116, -1.48569208, 0.70864492, -1.97037991, 0.23190588, -0.951828, 0.06124967, -0.57695937, -0.23692669, 0.41104405, -1.0580891, 0.49867499, -1.25017173, 0.56470263, -1.23090791, 0.52877231, -0.78325903] @@@ Birds
[-0.57780136, 2.0511954, 1.17771441, 1.98049171, 2.14311564, 0.18625724, -0.83316699, -0.94314238, 0.5496703, -1.87977187, 0.97323388, -2.34206123, 0.7139032, -1.36047253, 0.2580742, -0.8558245, -0.58822092, 0.4761812, -1.37449072, 0.69708206, -1.47207272, 0.94989114, -1.42497429, 0.89766751, -0.93768621] @@@ Birds
[-0.5226348, 0.39966388, 1.61928332, 1.29143684, -0.15270878, 0.64928252, 0.49445332, 0.38502347, 0.53284504, -1.48990718, -0.1456712, -2.46272676, -0.01187678, -0.46105288, 0.7761764, -0.16740902, -0.92552529, -0.61442374, -1.18900323, 1.23143846, 0.16903328, 1.13271736, -1.54097015, -0.53958602, -0.86108053] @@@ Birds
[-0.62971306, 0.35771523, -0.68766645, 0.06097646, 0.56156241, -0.59267951, -0.09466399, -0.6129055, 1.41343164, 0.52219269, -0.40994949, 0.27133709, -0.2024005, 1.04095047, -2.1037021, 1.22389189, -0.12991994, -1.25533024, 0.38916409, -1.8539714, 0.69483017, -2.63539977, -0.0693514, -0.77326295, -1.50084066] @@@ Birds
[-0.56394446, 0.1932362, -1.69118167, -0.47242056, 0.59969546, -0.60752219, 0.22370073, -1.50640381, 2.29937572, 1.07605037, -1.57297473, 0.77445776, -0.8719648, 1.47923119, -0.89031971, 0.07245897, 0.06747223, -0.93533856, 1.60699723, -2.20236719, 0.90112248, -1.21699166, -1.00246072, -0.03323136, -1.75976377] @@@ Birds
[0.40214114, 0.34685433, -1.75413442, -0.45795637, 0.67125304, 0.15710369, -0.63411873, -1.38286704, 1.901345, 1.07978089, -1.70243862, 0.48457537, 0.90076782, 0.27960473, 0.27977397, 0.45957349, 0.55773964, 1.20058354, -0.4439543, -0.73251597, 0.88562682, 0.03816127, 0.939094, 0.71685172, 0.5877192] @@@ Birds
[-0.19732403, 0.88910594, 0.59714329, 0.94242019, 0.81568167, 0.75476455, -0.36087859, -0.12024172, 0.81987001, -0.02068455, 0.63218803, -0.24596229, -0.07918975, 0.51812219, -0.45864028, -0.89578616, -0.24905635, 0.46393857, -1.21301272, 0.23393697, -0.05895947, 0.18747404, 0.87211728, -0.26011032, 0.92313194] @@@ Birds
[-0.36166585, 0.42830269, 1.02068626, 0.89096845, 0.20792476, 1.15426874, 0.43092015, -0.33382161, 0.30412983, -1.75825512, 0.48577221, -1.10098099, 0.0517491, -1.56919416, -1.08469999, -0.77627118, -0.59931931, -0.9068057, -1.89024233, -0.46974212, -2.18411048, -0.5742731, -2.01851722, -0.85637137, -2.03493912] @@@ Birds
[-0.65630069, 1.69201322, 0.75778816, 1.76929705, 1.59325789, -1.10627134, -2.15095864, -1.22304437, 0.2520008, 0.46551766, 1.03197729, -0.19940985, -0.22561829, -0.80517198, 1.27093293, -0.27743858, -0.07001421, 1.39192809, -0.40668859, 1.1451406, -0.4149889, 0.36803985, -0.92591699, 0.13215208, 1.41515147] @@@ Birds
[-0.31049071, 2.04334837, 1.56229484, 2.18634508, 1.47058194, -0.1912797, -2.74168256, -2.12944917, -0.67169289, 0.21477815, 3.85382779, 0.00532947, 1.10304306, -2.48301301, -0.84152073, -0.67413667, 1.45114625, 2.93248043, 0.31675276, 0.01295747, -2.97430403, -0.10155013, -0.51972759, 3.03162357, 1.00575868] @@@ Birds
[-0.55650228, 1.40369208, 0.83800617, 1.5473275, 0.64427971, -0.92935061, -2.53958188, -0.8448805, 1.10069689, 1.51186092, 0.70767149, -2.11590298, -0.70437401, 1.39160951, 2.2073633, -0.1082705, -2.55726444, -0.16287938, 1.65926015, 1.95758336, -1.23201148, -2.38339879, -0.05315216, 2.54200465, 1.09719699] @@@ Birds
[-0.52829053, 1.09119624, 0.53291685, 1.14545391, 0.4496401, -0.67408669, -2.35824851, -0.8501993, 0.9457279, 1.7140712, 0.397113, -1.80780968, -0.87663746, 1.4515217, 2.23861776, -0.23908664, -2.47378363, -0.18096834, 1.86029835, 1.68582073, -1.25109586, -2.20881668, 0.13562052, 2.04225469, 1.28834962] @@@ Birds
